timestamp,Q,I
66062,141.03,424.23,131328.00
66081,-74.29,339.34,4104.00
66101,142.36,424.03,131328.00
66120,-76.34,336.49,4104.00
66140,146.99,423.63,131328.00
66159,-74.75,336.10,4104.00
66179,140.17,422.90,131328.00
66198,-76.01,334.84,4104.00
66218,139.78,421.84,131328.00
66237,-74.69,334.04,4104.00
66257,140.31,421.11,131328.00
66276,-75.55,332.39,4104.00
66296,138.65,418.33,131328.00
66315,-75.48,331.66,4104.00
66335,136.99,416.88,131328.00
66354,-76.14,330.34,4104.00
66374,144.54,418.80,131328.00
66393,-75.68,328.35,4104.00
66413,139.64,416.15,131328.00
66432,-76.54,327.95,4104.00
66452,136.00,415.02,131328.00
66471,-76.14,325.44,4104.00
66491,144.28,418.80,131328.00
66510,-76.08,325.77,4104.00
66530,135.67,415.15,131328.00
66549,-76.34,325.37,4104.00
66569,139.18,417.80,131328.00
66588,-74.89,324.51,4104.00
66608,136.53,416.02,131328.00
66627,-74.56,323.18,4104.00
66647,138.05,416.88,131328.00
66666,-75.75,322.52,4104.00
66686,135.41,415.68,131328.00
66705,-75.15,322.59,4104.00
66725,138.98,413.30,131328.00
66744,-76.14,322.99,4104.00
66764,134.88,413.30,131328.00
66783,-76.01,321.86,4104.00
66803,137.39,412.77,131328.00
66822,-76.61,319.94,4104.00
66842,135.67,415.15,131328.00
66861,-76.14,320.40,4104.00
66881,141.03,417.54,131328.00
66900,-76.74,321.00,4104.00
66920,140.50,417.54,131328.00
66939,-76.48,318.95,4104.00
66959,135.74,414.76,131328.00
66978,-76.87,319.15,4104.00
66998,137.92,415.88,131328.00
67017,-76.54,318.88,4104.00
67037,142.69,414.36,131328.00
67056,-76.28,317.56,4104.00
67076,137.39,415.49,131328.00
67095,-76.74,318.22,4104.00
67115,141.63,414.82,131328.00
67134,-76.54,316.43,4104.00
67153,143.42,414.76,131328.00
67173,-77.54,316.36,4104.00
67192,141.03,415.02,131328.00
67212,-75.88,316.56,4104.00
67231,141.36,414.76,131328.00
67251,-76.54,315.77,4104.00
67270,139.91,414.82,131328.00
67290,-77.87,314.05,4104.00
67309,136.27,412.64,131328.00
67329,-76.08,312.79,4104.00
67348,140.17,412.77,131328.00
67368,-76.81,312.39,4104.00
67387,133.02,409.53,131328.00
67407,-76.87,312.19,4104.00
67426,134.61,408.00,131328.00
67446,-77.34,311.73,4104.00
67465,140.04,411.51,131328.00
67485,-75.68,311.53,4104.00
67504,141.76,415.02,131328.00
67524,-75.81,310.80,4104.00
67543,140.11,410.85,131328.00
67563,-76.81,309.48,4104.00
67582,134.94,411.38,131328.00
67602,-77.40,310.01,4104.00
67621,134.68,411.25,131328.00
67641,-76.61,310.87,4104.00
67660,139.97,410.39,131328.00
67680,-76.14,310.47,4104.00
67699,135.54,411.51,131328.00
67719,-77.47,311.33,4104.00
67738,139.31,413.17,131328.00
67758,-76.67,310.87,4104.00
67777,139.44,412.77,131328.00
67797,-76.14,310.41,4104.00
67816,139.18,410.32,131328.00
67836,-79.39,309.81,4104.00
67855,134.08,406.35,131328.00
67875,-77.80,310.27,4104.00
67894,131.76,408.93,131328.00
67914,-76.48,309.74,4104.00
67933,134.88,410.78,131328.00
67953,-77.47,309.61,4104.00
67972,139.84,410.92,131328.00
67992,-77.47,310.60,4104.00
68011,139.78,410.78,131328.00
68031,-77.47,309.68,4104.00
68050,131.96,408.00,131328.00
68070,-76.14,309.81,4104.00
68089,135.47,411.25,131328.00
68109,-77.40,310.01,4104.00
68128,133.09,408.00,131328.00
68148,-77.54,309.41,4104.00
68167,132.16,409.53,131328.00
68187,-78.06,309.41,4104.00
68206,132.82,409.26,131328.00
68226,-76.94,310.07,4104.00
68245,138.45,413.10,131328.00
68265,-76.74,310.87,4104.00
68284,134.94,411.25,131328.00
68304,-77.73,310.47,4104.00
68323,138.78,412.37,131328.00
68343,-76.81,310.01,4104.00
68362,139.25,409.79,131328.00
68382,-77.07,310.80,4104.00
68401,140.57,411.31,131328.00
68421,-77.73,308.95,4104.00
68440,139.38,409.66,131328.00
68460,-77.27,308.42,4104.00
68479,139.31,410.19,131328.00
68499,-77.73,310.21,4104.00
68518,131.56,407.47,131328.00
68538,-78.53,308.68,4104.00
68557,136.46,411.65,131328.00
68576,-76.61,310.54,4104.00
68596,140.37,412.77,131328.00
68615,-77.67,311.27,4104.00
68635,131.90,408.27,131328.00
68654,-76.34,310.41,4104.00
68674,133.35,408.53,131328.00
68693,-76.74,312.59,4104.00
68713,138.52,413.70,131328.00
68732,-77.73,311.66,4104.00
68752,132.69,411.05,131328.00
68771,-77.34,311.99,4104.00
68791,133.02,409.46,131328.00
68810,-76.67,312.19,4104.00
68830,133.49,408.00,131328.00
68849,-77.47,311.40,4104.00
68869,138.19,414.10,131328.00
68888,-76.61,311.40,4104.00
68908,134.61,408.73,131328.00
68927,-78.00,310.80,4104.00
68947,135.41,412.90,131328.00
68966,-75.81,311.13,4104.00
68986,135.21,413.10,131328.00
69005,-78.20,311.13,4104.00
69025,132.69,410.78,131328.00
69044,-77.87,311.60,4104.00
69064,134.61,413.04,131328.00
69083,-78.06,311.00,4104.00
69103,139.97,412.70,131328.00
69122,-76.28,311.20,4104.00
69142,133.29,412.37,131328.00
69161,-76.87,312.06,4104.00
69181,139.44,415.42,131328.00
69200,-75.75,311.27,4104.00
69220,137.33,414.43,131328.00
69239,-77.73,312.59,4104.00
69259,140.83,412.84,131328.00
69278,-77.40,311.27,4104.00
69298,137.92,415.09,131328.00
69317,-76.61,311.86,4104.00
69337,137.66,414.36,131328.00
69356,-76.54,311.53,4104.00
69376,136.13,414.36,131328.00
69395,-77.40,311.60,4104.00
69415,132.16,410.32,131328.00
69434,-77.67,312.13,4104.00
69454,139.91,414.56,131328.00
69473,-76.94,313.12,4104.00
69493,137.86,414.82,131328.00
69512,-76.87,311.53,4104.00
69532,139.71,414.16,131328.00
69551,-78.93,310.94,4104.00
69571,132.89,410.65,131328.00
69590,-77.14,312.33,4104.00
69610,135.47,413.23,131328.00
69629,-78.13,310.74,4104.00
69649,140.57,412.44,131328.00
69668,-76.87,311.53,4104.00
69688,139.91,412.64,131328.00
69707,-77.47,311.33,4104.00
69727,133.75,411.98,131328.00
69746,-77.73,311.33,4104.00
69766,132.16,410.92,131328.00
69785,-77.80,311.40,4104.00
69805,138.98,413.70,131328.00
69824,-77.27,311.33,4104.00
69844,140.64,412.64,131328.00
69863,-76.54,309.74,4104.00
69883,133.42,407.47,131328.00
69902,-79.32,308.62,4104.00
69922,138.72,413.23,131328.00
69941,-77.07,308.68,4104.00
69961,134.15,411.25,131328.00
69980,-77.87,309.08,4104.00
70000,134.61,411.31,131328.00
70019,-77.20,309.08,4104.00
70038,133.02,406.75,131328.00
70058,-76.87,308.62,4104.00
70077,132.76,406.94,131328.00
70097,-77.20,307.29,4104.00
70116,133.02,410.12,131328.00
70136,-78.20,307.89,4104.00
70155,131.76,407.47,131328.00
70175,-78.53,308.22,4104.00
70194,131.10,407.67,131328.00
70214,-78.13,308.22,4104.00
70233,132.96,409.20,131328.00
70253,-78.20,306.83,4104.00
70272,135.80,411.18,131328.00
70292,-78.59,308.95,4104.00
70311,138.52,412.24,131328.00
70331,-76.41,308.35,4104.00
70350,139.11,410.65,131328.00
70370,-76.41,308.62,4104.00
70389,132.43,406.81,131328.00
70409,-77.20,308.02,4104.00
70428,135.07,411.18,131328.00
70448,-76.28,309.88,4104.00
70467,139.58,410.72,131328.00
70487,-77.60,309.02,4104.00
70506,132.69,407.87,131328.00
70526,-77.40,308.62,4104.00
70545,139.78,409.92,131328.00
70565,-77.80,309.21,4104.00
70584,134.21,407.47,131328.00
70604,-78.13,308.75,4104.00
70623,140.17,411.58,131328.00
70643,-77.40,308.68,4104.00
70662,134.48,410.45,131328.00
70682,-78.46,309.61,4104.00
70701,134.94,410.98,131328.00
70721,-78.00,308.82,4104.00
70740,139.84,412.11,131328.00
70760,-77.20,309.15,4104.00
70779,132.69,406.15,131328.00
70799,-78.40,308.29,4104.00
70818,131.63,408.53,131328.00
70838,-76.87,308.75,4104.00
70857,133.22,406.88,131328.00
70877,-77.34,308.75,4104.00
70896,137.39,408.47,131328.00
70916,-77.34,309.48,4104.00
70935,134.28,409.99,131328.00
70955,-75.88,308.29,4104.00
70974,138.98,410.78,131328.00
70994,-76.41,307.96,4104.00
71013,134.28,410.92,131328.00
71033,-77.87,308.62,4104.00
71052,133.42,406.55,131328.00
71072,-76.41,308.68,4104.00
71091,134.88,410.98,131328.00
71111,-76.54,309.02,4104.00
71130,134.88,407.67,131328.00
71150,-78.66,308.95,4104.00
71169,131.56,408.14,131328.00
71189,-77.47,308.68,4104.00
71208,133.68,409.99,131328.00
71228,-77.67,307.49,4104.00
71247,134.21,410.59,131328.00
71267,-77.60,308.82,4104.00
71286,137.72,412.90,131328.00
71306,-79.19,308.82,4104.00
71325,132.36,408.00,131328.00
71345,-78.59,309.15,4104.00
71364,131.63,409.00,131328.00
71384,-78.53,310.01,4104.00
71403,131.83,408.60,131328.00
71423,-77.93,309.02,4104.00
71442,138.32,412.84,131328.00
71461,-77.73,309.21,4104.00
71481,133.55,406.81,131328.00
71500,-77.87,308.82,4104.00
71520,131.50,408.07,131328.00
71539,-78.26,307.76,4104.00
71559,131.04,408.00,131328.00
71578,-77.47,309.48,4104.00
71598,131.96,409.39,131328.00
71617,-78.59,309.08,4104.00
71637,140.11,410.06,131328.00
71656,-76.81,309.68,4104.00
71676,132.89,406.81,131328.00
71695,-77.20,310.27,4104.00
71715,139.58,412.57,131328.00
71734,-76.48,310.01,4104.00
71754,138.12,409.06,131328.00
71773,-76.54,309.61,4104.00
71793,135.60,411.45,131328.00
71812,-78.40,309.55,4104.00
71832,133.09,410.52,131328.00
71851,-77.07,309.61,4104.00
71871,133.95,410.98,131328.00
71890,-78.06,310.27,4104.00
71910,139.84,412.84,131328.00
71929,-77.67,308.95,4104.00
71949,139.38,411.25,131328.00
71968,-78.33,309.68,4104.00
71988,140.04,411.05,131328.00
72007,-78.26,310.60,4104.00
72027,139.78,413.10,131328.00
72046,-77.73,310.34,4104.00
72066,138.78,413.63,131328.00
72085,-75.15,309.48,4104.00
72105,135.41,408.14,131328.00
72124,-77.20,309.21,4104.00
72144,139.51,410.39,131328.00
72163,-78.20,308.88,4104.00
72183,132.43,408.67,131328.00
72202,-78.53,309.41,4104.00
72222,132.49,408.60,131328.00
72241,-76.67,309.61,4104.00
72261,135.34,411.84,131328.00
72280,-77.14,309.55,4104.00
