ax,ay,az
220701,0.00,-0.22,0.98
220711,-0.01,-0.21,0.99
220721,-0.01,-0.21,0.99
220730,-0.01,-0.21,0.99
220740,-0.01,-0.20,0.98
220750,-0.00,-0.20,0.98
220759,0.00,-0.20,0.97
220769,0.01,-0.20,0.98
220778,0.01,-0.20,0.97
220788,0.01,-0.21,0.97
220798,0.01,-0.21,0.97
220807,0.00,-0.21,0.97
220817,0.00,-0.21,0.98
220826,-0.00,-0.21,0.98
220836,0.00,-0.20,0.97
220846,0.00,-0.19,0.97
220855,0.01,-0.18,0.97
220865,0.01,-0.18,0.97
220875,0.01,-0.19,0.97
220884,0.01,-0.19,0.97
220894,0.01,-0.19,0.98
220903,-0.00,-0.20,0.99
220913,-0.01,-0.20,1.01
220923,-0.01,-0.21,1.01
220932,-0.01,-0.21,1.00
220942,-0.01,-0.21,0.99
220951,-0.01,-0.20,0.99
220961,-0.00,-0.19,0.99
220971,-0.00,-0.19,0.99
220980,-0.00,-0.19,0.99
220990,0.00,-0.19,0.99
221000,0.00,-0.20,0.99
221009,0.00,-0.20,0.98
221019,0.00,-0.20,0.98
221028,0.00,-0.19,0.97
221038,0.00,-0.18,0.97
221048,0.00,-0.18,0.96
221057,0.00,-0.17,0.97
221067,0.00,-0.17,0.97
221076,0.00,-0.18,0.97
221086,0.00,-0.19,0.98
221096,0.00,-0.20,0.98
221105,0.00,-0.20,0.99
221115,0.00,-0.20,0.99
221125,0.00,-0.20,0.98
221134,0.00,-0.19,0.98
221144,0.00,-0.18,0.98
221153,-0.00,-0.17,0.98
221163,-0.00,-0.17,0.98
221173,-0.00,-0.17,0.98
221182,-0.00,-0.18,0.98
221192,-0.00,-0.19,0.98
221201,-0.00,-0.19,0.99
221211,-0.01,-0.20,0.99
221221,-0.01,-0.19,0.99
221230,-0.01,-0.19,0.99
221240,-0.01,-0.18,0.98
221250,-0.01,-0.17,0.98
221259,-0.01,-0.16,0.98
221269,-0.01,-0.15,0.98
221278,-0.01,-0.16,0.98
221288,-0.00,-0.16,0.98
221298,-0.00,-0.18,0.99
221307,-0.00,-0.19,0.99
221317,-0.01,-0.19,0.99
221326,-0.01,-0.19,0.99
221336,-0.01,-0.19,0.99
221346,-0.01,-0.18,0.99
221355,-0.01,-0.17,0.99
221365,-0.00,-0.16,0.98
221375,-0.00,-0.16,0.98
221384,0.00,-0.17,0.99
221394,-0.00,-0.18,0.99
221403,-0.01,-0.18,0.99
221413,-0.01,-0.19,0.99
221423,-0.01,-0.19,0.98
221432,-0.01,-0.19,0.98
221442,-0.01,-0.18,0.98
221451,-0.00,-0.17,0.97
221461,-0.00,-0.16,0.97
221471,-0.00,-0.15,0.97
221480,-0.00,-0.15,0.97
221490,0.00,-0.16,0.97
221500,0.00,-0.17,0.98
221509,-0.00,-0.18,0.98
221519,-0.01,-0.19,0.99
221528,-0.01,-0.19,0.99
221538,-0.01,-0.18,1.00
221548,-0.01,-0.17,1.00
221557,-0.01,-0.16,0.99
221567,-0.01,-0.15,0.99
221576,-0.01,-0.15,0.98
221586,-0.01,-0.15,0.98
221596,-0.01,-0.15,0.98
221605,-0.01,-0.16,0.98
221615,-0.01,-0.17,0.98
221625,-0.01,-0.18,0.99
221634,-0.01,-0.17,0.99
221644,-0.02,-0.17,0.99
221653,-0.01,-0.16,0.99
221663,-0.01,-0.15,0.99
221673,-0.01,-0.15,0.98
221682,-0.01,-0.14,0.98
221692,-0.00,-0.15,0.97
221701,-0.01,-0.15,0.98
221711,-0.01,-0.16,0.98
221721,-0.01,-0.16,0.99
221730,-0.01,-0.17,0.99
221740,-0.01,-0.17,0.98
221750,-0.01,-0.16,0.98
221759,-0.01,-0.16,0.98
221769,-0.01,-0.16,0.98
221778,-0.01,-0.16,0.98
221788,-0.01,-0.16,0.99
221798,-0.01,-0.17,0.99
221807,-0.01,-0.17,0.99
221817,-0.01,-0.17,0.98
221826,-0.01,-0.16,0.98
221836,-0.01,-0.16,0.98
221846,-0.01,-0.15,0.98
221855,-0.01,-0.15,0.98
221865,-0.01,-0.15,0.98
221875,-0.01,-0.16,0.98
221884,-0.01,-0.17,0.98
221894,-0.01,-0.18,0.99
221903,-0.01,-0.18,0.99
221913,-0.01,-0.18,0.99
221923,-0.01,-0.17,0.99
221932,-0.00,-0.17,0.98
221942,-0.00,-0.16,0.97
221951,-0.01,-0.15,0.97
221961,-0.01,-0.14,0.97
221971,-0.01,-0.14,0.97
221980,-0.00,-0.15,0.97
221990,-0.00,-0.16,0.98
222000,-0.00,-0.17,0.01
222009,-0.01,-0.18,0.99
222019,-0.01,-0.18,0.99
222028,-0.01,-0.18,0.99
222038,-0.01,-0.18,0.99
222048,-0.01,-0.17,0.99
222057,-0.01,-0.16,0.99
222067,-0.01,-0.16,0.98
222076,-0.00,-0.16,0.98
222086,-0.01,-0.16,0.98
222096,-0.01,-0.17,0.98
222105,-0.01,-0.18,0.98
222115,-0.01,-0.17,0.98
222125,-0.01,-0.17,0.98
222134,-0.01,-0.17,0.98
222144,-0.01,-0.17,0.98
222153,-0.01,-0.17,0.98
222163,-0.01,-0.17,0.98
222173,-0.01,-0.17,0.98
222182,-0.01,-0.17,0.98
222192,-0.01,-0.17,0.98
222201,-0.01,-0.17,0.98
222211,-0.01,-0.17,0.99
222221,-0.00,-0.17,0.99
222230,-0.00,-0.18,0.99
222240,-0.00,-0.18,0.99
222250,-0.01,-0.17,0.99
222259,-0.01,-0.17,0.99
222269,-0.01,-0.16,0.99
222278,-0.01,-0.16,0.98
222288,-0.01,-0.15,0.97
222298,-0.01,-0.15,0.97
222307,-0.01,-0.16,0.97
222317,-0.01,-0.16,0.97
222326,-0.01,-0.16,0.98
222336,-0.01,-0.17,0.98
222346,-0.01,-0.18,0.98
222355,-0.00,-0.19,0.98
222365,-0.01,-0.19,0.99
222375,-0.01,-0.19,0.99
222384,-0.01,-0.19,0.99
222394,-0.01,-0.18,0.98
222403,-0.01,-0.17,0.98
222413,-0.01,-0.16,0.98
222423,-0.01,-0.16,0.98
222432,-0.01,-0.16,0.98
222442,-0.01,-0.17,0.98
222451,-0.01,-0.18,0.99
222461,-0.01,-0.19,0.99
222471,-0.01,-0.18,0.99
222480,-0.01,-0.18,0.98
222490,-0.01,-0.17,0.98
222500,-0.01,-0.16,0.98
222509,-0.01,-0.16,0.98
222519,-0.01,-0.16,0.98
222528,-0.01,-0.16,0.99
222538,-0.01,-0.16,1.00
222548,-0.01,-0.17,1.00
222557,-0.01,-0.18,0.99
222567,-0.01,-0.18,0.99
222576,-0.01,-0.18,0.98
222586,-0.01,-0.17,0.98
222596,-0.01,-0.16,0.97
222605,-0.01,-0.15,0.97
222615,-0.00,-0.15,0.97
222625,0.00,-0.16,0.97
222634,0.00,-0.17,0.97
222644,-0.00,-0.18,0.98
222653,-0.01,-0.18,0.99
222663,-0.01,-0.17,0.99
222673,-0.01,-0.16,0.99
222682,-0.01,-0.15,0.99
222692,-0.00,-0.15,0.98
222701,-0.00,-0.15,0.97
222711,-0.00,-0.15,0.97
222721,-0.01,-0.16,0.98
222730,-0.01,-0.16,0.98
222740,-0.01,-0.17,0.99
222750,-0.01,-0.18,0.99
222759,-0.01,-0.19,0.99
222769,-0.01,-0.20,0.99
222778,-0.01,-0.19,0.99
222788,-0.01,-0.17,0.98
222798,-0.00,-0.16,0.97
222807,-0.00,-0.15,0.97
222817,-0.00,-0.15,0.97
222826,-0.01,-0.15,0.97
222836,-0.01,-0.16,0.97
222846,-0.01,-0.16,0.97
222855,-0.01,-0.17,0.98
222865,-0.01,-0.17,0.99
222875,-0.01,-0.18,0.99
222884,-0.01,-0.18,0.99
222894,-0.01,-0.18,0.99
222903,-0.01,-0.17,0.99
222913,-0.00,-0.17,0.98
222923,-0.00,-0.16,0.98
222932,-0.00,-0.16,0.98
222942,-0.00,-0.16,0.98
222951,-0.01,-0.16,0.97
222961,-0.01,-0.16,0.98
222971,-0.01,-0.16,0.98
222980,-0.01,-0.16,0.98
222990,-0.01,-0.17,0.98
223000,-0.01,-0.18,0.98
223009,-0.01,-0.18,0.98
223019,-0.01,-0.18,0.98
223028,-0.01,-0.17,0.99
223038,-0.01,-0.16,0.98
223048,-0.01,-0.16,0.98
223057,-0.01,-0.16,0.98
223067,-0.01,-0.16,0.99
223076,-0.01,-0.17,0.99
223086,-0.01,-0.17,0.98
223096,-0.01,-0.17,0.98
223105,-0.01,-0.17,0.98
223115,-0.01,-0.17,0.98
223125,-0.01,-0.17,0.98
223134,-0.01,-0.17,0.98
223144,-0.01,-0.17,0.98
223153,-0.00,-0.17,0.98
223163,-0.00,-0.17,0.98
223173,-0.00,-0.18,0.98
223182,-0.01,-0.18,0.98
223192,-0.01,-0.18,0.98
223201,-0.01,-0.18,0.98
223211,-0.01,-0.18,0.98
223221,-0.01,-0.18,0.98
223230,-0.01,-0.17,0.98
223240,-0.01,-0.17,0.98
223250,-0.01,-0.16,0.98
223259,-0.01,-0.16,0.98
223269,-0.00,-0.17,0.98
223278,-0.00,-0.18,0.98
223288,-0.00,-0.19,0.98
223298,-0.00,-0.19,0.98
223307,-0.00,-0.20,0.98
223317,0.00,-0.19,0.98
223326,-0.00,-0.19,0.98
223336,-0.00,-0.18,0.98
223346,0.00,-0.17,0.98
223355,-0.00,-0.17,0.98
223365,-0.00,-0.17,0.98
223375,0.00,-0.17,0.98
223384,0.00,-0.18,0.98
223394,0.00,-0.18,0.98
223403,0.00,-0.18,0.98
223413,0.00,-0.19,0.98
223423,-0.00,-0.19,0.98
223432,-0.00,-0.19,0.98
223442,-0.00,-0.19,0.98
223451,-0.01,-0.19,0.98
223461,-0.00,-0.19,0.98
223471,-0.00,-0.19,0.98
223480,-0.00,-0.19,0.98
223490,0.00,-0.19,0.98
223500,-0.00,-0.18,0.97
223509,0.00,-0.18,0.97
223519,0.00,-0.18,0.97
223528,0.01,-0.18,0.97
223538,0.00,-0.18,0.97
223548,0.00,-0.18,0.97
223557,0.00,-0.19,0.98
223567,-0.00,-0.19,0.98
223576,0.00,-0.19,0.98
223586,0.00,-0.18,0.97
223596,0.01,-0.18,0.98
223605,0.01,-0.19,0.98
223615,0.01,-0.19,0.98
223625,0.01,-0.19,0.98
223634,0.01,-0.19,0.98
223644,0.01,-0.19,0.98
223653,0.00,-0.19,0.98
223663,0.00,-0.19,0.98
223673,0.00,-0.19,0.98
223682,0.00,-0.19,0.98
223692,0.01,-0.19,0.97
223701,0.01,-0.19,0.97
223711,0.01,-0.19,0.97
223721,0.01,-0.19,0.96
223730,0.01,-0.19,0.97
223740,0.01,-0.19,0.97
223750,0.00,-0.19,0.97
223759,0.00,-0.19,0.97
223769,0.00,-0.19,0.98
223778,0.00,-0.19,0.98
223788,0.00,-0.19,0.98
223798,0.01,-0.19,0.98
223807,0.01,-0.20,0.98
223817,0.01,-0.21,0.98
223826,0.02,-0.22,0.97
223836,0.02,-0.22,0.97
223846,0.02,-0.22,0.98
223855,0.02,-0.21,0.98
223865,0.01,-0.20,0.99
223875,0.01,-0.20,0.98
223884,0.02,-0.20,0.98
223894,0.01,-0.21,0.97
223903,0.02,-0.22,0.97
223913,0.02,-0.21,0.97
223923,0.01,-0.21,0.97
223932,0.01,-0.20,0.97
223942,0.01,-0.20,0.97
223951,0.01,-0.19,0.97
223961,0.01,-0.19,0.97
223971,0.01,-0.19,0.97
223980,0.01,-0.20,0.97
223990,0.02,-0.22,0.97
224000,0.02,-0.22,0.97
224009,0.02,-0.23,0.97
224019,0.02,-0.22,0.97
224028,0.02,-0.22,0.97
224038,0.02,-0.21,0.97
224048,0.02,-0.21,0.97
224057,0.02,-0.20,0.97
224067,0.02,-0.20,0.97
224076,0.01,-0.20,0.98
224086,0.01,-0.21,0.98
224096,0.01,-0.21,0.98
224105,0.02,-0.22,0.98
224115,0.02,-0.22,0.98
224125,0.02,-0.22,0.97
224134,0.02,-0.22,0.97
224144,0.02,-0.22,0.97
224153,0.02,-0.22,0.97
224163,0.02,-0.22,0.97
224173,0.02,-0.22,0.97
224182,0.02,-0.21,0.97
224192,0.02,-0.21,0.97
224201,0.02,-0.21,0.97
224211,0.02,-0.21,0.97
224221,0.02,-0.21,0.97
224230,0.02,-0.21,0.97
224240,0.02,-0.21,0.97
224250,0.02,-0.22,0.97
224259,0.02,-0.22,0.97
224269,0.02,-0.22,0.97
224278,0.02,-0.22,0.97
224288,0.02,-0.21,0.97
224298,0.02,-0.21,0.97
224307,0.02,-0.21,0.97
224317,0.03,-0.21,0.97
224326,0.02,-0.22,0.97
224336,0.02,-0.23,0.97
224346,0.02,-0.22,0.97
224355,0.02,-0.22,0.97
224365,0.02,-0.21,0.96
224375,0.03,-0.21,0.96
224384,0.03,-0.21,0.96
224394,0.02,-0.22,0.96
224403,0.02,-0.22,0.97
224413,0.02,-0.22,0.97
224423,0.02,-0.21,0.97
224432,0.02,-0.21,0.97
224442,0.02,-0.21,0.97
224451,0.02,-0.21,0.97
224461,0.02,-0.22,0.98
224471,0.02,-0.22,0.98
224480,0.01,-0.22,0.98
224490,0.02,-0.21,0.98
224500,0.02,-0.21,0.98
224509,0.02,-0.21,0.98
224519,0.02,-0.21,0.97
224528,0.02,-0.22,0.97
224538,0.02,-0.21,0.97
224548,0.02,-0.21,0.97
224557,0.02,-0.20,0.96
224567,0.03,-0.20,0.96
224576,0.02,-0.21,0.96
224586,0.02,-0.22,0.96
224596,0.02,-0.22,0.97
224605,0.02,-0.21,0.98
224615,0.02,-0.21,0.98
224625,0.02,-0.21,0.98
224634,0.01,-0.21,0.98
224644,0.01,-0.21,0.98
224653,0.01,-0.21,0.98
224663,0.02,-0.21,0.97
224673,0.02,-0.21,0.97
224682,0.02,-0.22,0.97
224692,0.02,-0.22,0.97
224701,0.02,-0.22,0.97
224711,0.02,-0.22,0.97
224721,0.02,-0.22,0.97
224730,0.01,-0.21,0.97
224740,0.02,-0.21,0.97
224750,0.01,-0.21,0.97
224759,0.01,-0.20,0.97
224769,0.01,-0.21,0.97
224778,0.01,-0.21,0.97
224788,0.01,-0.22,0.98
224798,0.01,-0.23,0.98
224807,0.01,-0.23,0.98
224817,0.01,-0.23,0.97
224826,0.01,-0.22,0.97
224836,0.02,-0.22,0.97
224846,0.02,-0.21,0.96
224855,0.02,-0.22,0.96
224865,0.02,-0.21,0.96
224875,0.01,-0.21,0.97
224884,0.01,-0.21,0.97
224894,0.01,-0.21,0.98
224903,0.01,-0.22,0.98
224913,0.01,-0.22,0.98
224923,0.01,-0.22,0.98
224932,0.01,-0.22,0.98
224942,0.01,-0.22,0.98
224951,0.01,-0.22,0.97
224961,0.01,-0.22,0.97
224971,0.01,-0.21,0.97
224980,0.01,-0.21,0.97
224990,0.01,-0.21,0.97
225000,0.02,-0.21,0.97
225009,0.01,-0.21,0.97
225019,0.01,-0.21,0.97
225028,0.01,-0.21,0.97
225038,0.01,-0.21,0.97
225048,0.01,-0.22,0.97
225057,0.01,-0.22,0.97
225067,0.01,-0.22,0.98
225076,0.01,-0.22,0.98
225086,0.01,-0.22,0.98
225096,0.01,-0.22,0.97
225105,0.01,-0.22,0.97
225115,0.01,-0.21,0.97
225125,0.01,-0.21,0.97
225134,0.01,-0.21,0.97
225144,0.01,-0.21,0.97
225153,0.01,-0.22,0.97
225163,0.01,-0.22,0.97
225173,0.01,-0.22,0.97
225182,0.01,-0.22,0.97
225192,0.01,-0.22,0.97
225201,0.01,-0.21,0.97
225211,0.01,-0.21,0.97
225221,0.01,-0.21,0.97
225230,0.01,-0.21,0.97
225240,0.01,-0.21,0.97
225250,0.01,-0.21,0.97
225259,0.01,-0.22,0.97
225269,0.01,-0.23,0.97
225278,0.01,-0.23,0.97
225288,0.01,-0.23,0.98
225298,0.00,-0.22,0.98
225307,0.00,-0.21,0.98
225317,0.00,-0.21,0.97
225326,0.00,-0.20,0.97
225336,0.00,-0.20,0.97
225346,0.01,-0.21,0.97
225355,0.01,-0.22,0.97
225365,0.01,-0.23,0.97
225375,0.01,-0.23,0.97
225384,0.01,-0.23,0.97
225394,0.01,-0.23,0.97
225403,0.01,-0.22,0.96
225413,0.01,-0.21,0.96
225423,0.01,-0.20,0.96
225432,0.01,-0.20,0.95
225442,0.01,-0.20,0.95
225451,0.01,-0.20,0.96
225461,0.01,-0.21,0.97
225471,0.01,-0.22,0.98
225480,0.00,-0.24,1.00
225490,-0.01,-0.25,1.01
225500,-0.01,-0.26,1.01
225509,-0.01,-0.25,1.01
225519,-0.00,-0.24,0.99
225528,0.00,-0.22,0.98
225538,0.01,-0.21,0.97
225548,0.01,-0.20,0.96
225557,0.01,-0.20,0.96
225567,0.00,-0.20,0.96
225576,-0.00,-0.21,0.97
225586,-0.00,-0.22,0.97
225596,-0.00,-0.23,0.97
225605,-0.00,-0.23,0.97
225615,-0.00,-0.23,0.97
225625,0.00,-0.22,0.97
225634,0.00,-0.22,0.97
225644,0.01,-0.22,0.97
225653,0.00,-0.22,0.97
225663,0.00,-0.22,0.97
225673,0.00,-0.22,0.98
225682,-0.00,-0.22,0.98
225692,-0.00,-0.22,0.98
225701,0.00,-0.21,0.97
225711,0.00,-0.21,0.97
225721,0.00,-0.21,0.97
225730,0.00,-0.21,0.96
225740,0.00,-0.21,0.97
225750,0.00,-0.21,0.96
225759,-0.00,-0.21,0.97
225769,-0.00,-0.21,0.98
225778,-0.01,-0.21,0.98
225788,-0.01,-0.22,0.98
225798,-0.01,-0.22,0.98
225807,-0.01,-0.22,0.98
225817,-0.00,-0.22,0.98
225826,-0.00,-0.22,0.97
225836,-0.00,-0.22,0.97
225846,-0.00,-0.22,0.97
225855,-0.00,-0.22,0.97
225865,-0.00,-0.22,0.97
225875,-0.00,-0.22,0.97
225884,-0.00,-0.22,0.97
225894,-0.00,-0.22,0.97
225903,-0.00,-0.22,0.97
225913,-0.00,-0.22,0.97
225923,-0.00,-0.22,0.97
225932,-0.00,-0.22,0.97
225942,-0.00,-0.21,0.97
225951,-0.01,-0.21,0.97
225961,-0.01,-0.21,0.97
225971,-0.00,-0.21,0.96
225980,-0.00,-0.21,0.97
225990,-0.00,-0.21,0.97
226000,-0.01,-0.21,0.98
226009,-0.01,-0.21,0.98
226019,-0.01,-0.21,0.98
226028,-0.01,-0.20,0.99
226038,-0.01,-0.20,0.99
226048,-0.01,-0.20,0.99
226057,-0.01,-0.21,0.98
226067,-0.01,-0.21,0.98
226076,-0.01,-0.22,0.98
226086,-0.01,-0.22,0.98
226096,-0.02,-0.22,0.99
226105,-0.03,-0.22,0.99
226115,-0.02,-0.20,0.99
226125,-0.01,-0.19,0.98
226134,-0.00,-0.19,0.97
226144,0.00,-0.19,0.96
226153,0.00,-0.19,0.96
226163,0.01,-0.20,0.96
226173,0.01,-0.21,0.96
226182,0.01,-0.21,0.96
226192,0.01,-0.22,0.97
226201,-0.00,-0.22,0.98
226211,-0.01,-0.21,0.99
226221,-0.00,-0.20,0.98
226230,0.00,-0.20,0.97
226240,0.01,-0.19,0.97
226250,0.01,-0.18,0.96
226259,0.01,-0.18,0.96
226269,0.01,-0.18,0.96
226278,0.01,-0.18,0.97
226288,0.00,-0.19,0.97
226298,-0.01,-0.19,0.98
226307,-0.02,-0.19,0.98
226317,-0.02,-0.19,0.98
226326,-0.01,-0.18,0.98
226336,-0.01,-0.17,0.97
226346,-0.01,-0.16,0.97
226355,-0.01,-0.16,0.97
226365,-0.01,-0.17,0.97
226375,-0.01,-0.18,0.97
226384,-0.01,-0.19,0.98
226394,-0.01,-0.19,0.99
226403,-0.02,-0.19,1.00
226413,-0.01,-0.19,1.00
226423,-0.01,-0.18,1.00
226432,-0.01,-0.18,1.00
226442,-0.00,-0.18,0.99
226451,0.00,-0.18,0.99
226461,-0.00,-0.18,0.98
226471,-0.01,-0.19,0.97
226480,-0.01,-0.18,0.97
226490,-0.01,-0.18,0.97
226500,-0.02,-0.18,0.97
226509,-0.02,-0.18,0.97
226519,-0.01,-0.18,0.97
226528,-0.01,-0.18,0.97
226538,-0.01,-0.19,0.98
226548,-0.02,-0.19,0.98
226557,-0.02,-0.19,0.98
226567,-0.03,-0.19,0.98
226576,-0.03,-0.19,0.98
226586,-0.02,-0.19,0.98
226596,-0.02,-0.19,0.98
226605,-0.02,-0.19,0.97
226615,-0.01,-0.19,0.97
226625,-0.02,-0.20,0.97
226634,-0.02,-0.20,0.97
226644,-0.01,-0.19,0.97
226653,-0.02,-0.20,0.97
226663,-0.02,-0.20,0.98
226673,-0.02,-0.19,0.98
226682,-0.03,-0.19,0.98
226692,-0.03,-0.19,0.98
226701,-0.03,-0.19,0.98
226711,-0.02,-0.19,0.98
226721,-0.02,-0.19,0.98
226730,-0.02,-0.19,0.98
226740,-0.02,-0.20,0.98
226750,-0.02,-0.19,0.98
226759,-0.02,-0.18,0.98
226769,-0.02,-0.18,0.98
226778,-0.02,-0.17,0.98
226788,-0.02,-0.18,0.98
226798,-0.02,-0.19,0.98
226807,-0.02,-0.20,0.97
226817,-0.01,-0.20,0.98
226826,-0.01,-0.20,0.98
226836,-0.01,-0.20,0.98
226846,-0.01,-0.20,0.98
226855,-0.01,-0.20,0.98
226865,-0.01,-0.19,0.98
226875,-0.02,-0.18,0.98
226884,-0.02,-0.18,0.98
226894,-0.02,-0.17,0.98
226903,-0.02,-0.17,0.98
226913,-0.02,-0.17,0.98
226923,-0.02,-0.18,0.98
226932,-0.02,-0.18,0.98
226942,-0.02,-0.19,0.98
226951,-0.02,-0.19,0.98
226961,-0.02,-0.19,0.98
226971,-0.02,-0.20,0.98
226980,-0.02,-0.20,0.99
226990,-0.02,-0.20,0.98
227000,-0.01,-0.19,0.98
227009,-0.01,-0.19,0.98
227019,-0.01,-0.18,0.98
227028,-0.01,-0.18,0.98
227038,-0.01,-0.18,0.98
227048,-0.02,-0.18,0.98
227057,-0.02,-0.19,0.98
227067,-0.02,-0.19,0.98
227076,-0.02,-0.19,0.98
227086,-0.02,-0.19,0.98
227096,-0.02,-0.19,0.98
227105,-0.02,-0.19,0.98
227115,-0.01,-0.19,0.97
227125,-0.01,-0.19,0.97
227134,-0.02,-0.18,0.98
227144,-0.02,-0.18,0.98
227153,-0.02,-0.18,0.98
227163,-0.02,-0.18,0.99
227173,-0.03,-0.18,0.99
227182,-0.03,-0.18,0.98
227192,-0.03,-0.19,0.98
227201,-0.03,-0.19,0.97
227211,-0.03,-0.19,0.97
227221,-0.03,-0.18,0.97
227230,-0.03,-0.18,0.97
227240,-0.03,-0.18,0.97
227250,-0.02,-0.18,0.97
227259,-0.02,-0.18,0.98
227269,-0.02,-0.19,0.98
227278,-0.02,-0.19,0.98
227288,-0.02,-0.19,0.99
227298,-0.02,-0.19,0.98
227307,-0.02,-0.18,0.98
227317,-0.02,-0.18,0.98
227326,-0.02,-0.18,0.98
227336,-0.02,-0.18,0.98
227346,-0.02,-0.18,0.98
227355,-0.02,-0.18,0.98
227365,-0.02,-0.18,0.98
227375,-0.02,-0.18,0.98
227384,-0.01,-0.18,0.98
227394,-0.01,-0.18,0.98
227403,-0.01,-0.18,0.98
227413,-0.01,-0.18,0.98
227423,-0.01,-0.19,0.98
227432,-0.01,-0.20,0.98
227442,-0.01,-0.20,0.98
227451,-0.01,-0.20,0.98
227461,-0.01,-0.19,0.98
227471,-0.01,-0.19,0.98
227480,-0.01,-0.18,0.98
227490,-0.01,-0.18,0.98
227500,-0.01,-0.18,0.98
227509,-0.01,-0.18,0.98
227519,-0.01,-0.18,0.98
227528,-0.01,-0.19,0.98
227538,-0.01,-0.19,0.98
227548,-0.00,-0.20,0.98
227557,0.00,-0.20,0.97
227567,0.01,-0.20,0.97
227576,0.01,-0.20,0.97
227586,0.01,-0.19,0.97
227596,0.01,-0.19,0.98
227605,0.01,-0.18,0.98
227615,0.00,-0.19,0.98
227625,0.00,-0.19,0.99
227634,0.00,-0.19,0.99
227644,0.00,-0.19,0.99
227653,0.00,-0.19,0.99
227663,0.00,-0.19,0.98
227673,-0.00,-0.19,0.98
227682,-0.00,-0.19,0.97
227692,-0.01,-0.19,0.97
227701,-0.00,-0.20,0.97
227711,-0.00,-0.20,0.97
227721,-0.00,-0.19,0.97
227730,-0.00,-0.19,0.97
227740,-0.00,-0.18,0.97
227750,-0.00,-0.18,0.97
227759,-0.00,-0.18,0.98
227769,-0.00,-0.18,0.97
227778,-0.00,-0.19,0.98
227788,-0.01,-0.19,0.98
227798,-0.01,-0.19,0.99
227807,-0.01,-0.19,0.99
227817,-0.01,-0.19,0.99
227826,-0.00,-0.19,0.98
227836,-0.00,-0.19,0.98
227846,-0.00,-0.19,0.98
227855,0.00,-0.19,0.98
227865,0.00,-0.19,0.98
227875,0.00,-0.19,0.98
227884,-0.00,-0.19,0.98
227894,-0.00,-0.19,0.98
227903,-0.00,-0.18,0.98
227913,-0.00,-0.18,0.98
227923,-0.00,-0.18,0.98
227932,-0.00,-0.18,0.97
227942,-0.00,-0.19,0.97
227951,-0.00,-0.19,0.97
227961,-0.00,-0.19,0.98
227971,-0.01,-0.20,0.98
227980,-0.01,-0.20,0.98
227990,-0.01,-0.20,0.99
228000,-0.01,-0.20,0.99
228009,-0.00,-0.20,0.98
228019,-0.00,-0.19,0.98
228028,-0.00,-0.19,0.97
228038,0.00,-0.19,0.97
228048,-0.00,-0.19,0.97
228057,-0.00,-0.19,0.97
228067,-0.00,-0.20,0.97
228076,-0.00,-0.19,0.98
228086,-0.00,-0.20,0.98
228096,-0.00,-0.20,0.98
228105,-0.00,-0.20,0.98
228115,-0.00,-0.20,0.98
228125,-0.00,-0.20,0.98
228134,-0.00,-0.20,0.98
228144,0.00,-0.20,0.97
228153,0.00,-0.21,0.97
228163,0.00,-0.21,0.97
228173,0.00,-0.20,0.97
228182,0.00,-0.20,0.97
228192,-0.00,-0.20,0.98
228201,-0.00,-0.20,0.98
228211,-0.00,-0.20,0.98
228221,-0.00,-0.20,0.98
228230,-0.00,-0.20,0.98
228240,0.00,-0.21,0.97
228250,0.01,-0.21,0.97
228259,0.01,-0.21,0.97
228269,0.01,-0.21,0.97
228278,0.01,-0.20,0.97
228288,0.00,-0.20,0.98
228298,0.00,-0.20,0.98
228307,0.00,-0.20,0.98
228317,0.00,-0.20,0.98
228326,0.00,-0.20,0.98
228336,-0.00,-0.20,0.98
228346,0.00,-0.20,0.97
228355,0.01,-0.20,0.97
228365,0.01,-0.20,0.97
228375,0.00,-0.20,0.97
228384,0.00,-0.20,0.97
228394,0.00,-0.21,0.97
228403,-0.00,-0.21,0.98
228413,-0.00,-0.21,0.98
228423,-0.00,-0.21,0.98
228432,-0.00,-0.21,0.98
228442,0.00,-0.21,0.98
228451,0.00,-0.21,0.97
228461,0.00,-0.21,0.97
228471,0.01,-0.21,0.97
228480,0.01,-0.21,0.97
228490,0.00,-0.20,0.97
228500,0.00,-0.20,0.97
228509,0.00,-0.20,0.98
228519,0.01,-0.20,0.97
228528,0.01,-0.20,0.97
228538,0.01,-0.20,0.97
228548,0.01,-0.20,0.97
228557,0.01,-0.19,0.97
228567,0.01,-0.19,0.97
228576,0.01,-0.19,0.97
228586,0.01,-0.20,0.98
228596,0.01,-0.20,0.98
228605,0.00,-0.20,0.98
228615,0.00,-0.21,0.98
228625,0.00,-0.21,0.98
228634,0.00,-0.20,0.98
228644,0.01,-0.20,0.98
228653,0.01,-0.20,0.98
228663,0.01,-0.21,0.98
228673,0.01,-0.21,0.98
228682,0.01,-0.20,0.98
228692,0.01,-0.20,0.98
228701,0.01,-0.20,0.97
228711,0.01,-0.19,0.97
228721,0.01,-0.20,0.97
228730,0.01,-0.20,0.97
228740,0.01,-0.21,0.98
228750,0.01,-0.21,0.97
228759,0.01,-0.20,0.97
228769,0.01,-0.20,0.97
228778,0.01,-0.20,0.97
228788,0.01,-0.20,0.97
228798,0.01,-0.20,0.97
228807,0.01,-0.20,0.97
